2017-10-17 17:19:12;22.41;1000.92;64.98;10000
2017-10-17 17:19:41;22.41;1000.92;64.96;11995
2017-10-17 17:20:10;22.41;1000.92;64.93;15719
2017-10-17 17:23:25;22.44;1000.84;65.01;10000
2017-10-17 17:23:54;22.44;1000.84;64.96;15440
2017-10-17 17:24:23;22.44;1000.86;64.93;18792
2017-10-17 17:24:52;22.44;1000.86;65.05;21394
2017-10-17 17:25:21;22.45;1000.86;65.06;23490
2017-10-17 17:25:50;22.45;1000.86;65.13;25157
2017-10-17 17:26:19;22.45;1000.82;65.14;26531
2017-10-17 17:26:48;22.45;1000.82;65.16;27674
2017-10-17 17:27:17;22.45;1000.82;65.16;28623
2017-10-17 17:27:46;22.46;1000.80;65.16;29430
2017-10-17 17:28:15;22.46;1000.80;65.14;30283
2017-10-17 17:28:44;22.46;1000.80;65.91;30706
2017-10-17 17:29:13;22.46;1000.80;65.78;31258
2017-10-17 17:29:42;22.47;1000.80;65.58;31637
2017-10-17 17:30:11;22.47;1000.80;65.58;32223
2017-10-17 17:30:40;22.48;1000.78;65.62;32625
2017-10-17 17:31:09;22.48;1000.78;65.13;32934
2017-10-17 17:31:38;22.49;1000.76;65.23;33222
2017-10-17 17:32:07;22.50;1000.74;65.16;33651
2017-10-17 17:32:36;22.50;1000.72;65.19;33869
2017-10-17 17:33:05;22.51;1000.70;65.09;34090
2017-10-17 17:33:34;22.51;1000.70;65.21;34427
2017-10-17 17:34:03;22.51;1000.70;65.21;34541
2017-10-17 17:34:32;22.51;1000.70;65.19;34714
2017-10-17 17:35:01;22.52;1000.70;65.34;34829
2017-10-17 17:35:30;22.52;1000.68;65.20;35122
2017-10-17 17:35:59;22.53;1000.68;65.47;35152
2017-10-17 17:36:28;22.53;1000.67;65.24;35420
2017-10-17 17:36:57;22.54;1000.67;65.30;35632
2017-10-17 17:37:26;22.54;1000.67;65.21;35601
2017-10-17 17:37:55;22.54;1000.67;65.30;35877
2017-10-17 17:38:24;22.55;1000.65;65.91;35815
2017-10-17 17:38:53;22.55;1000.65;65.35;35815
2017-10-17 17:39:22;22.55;1000.63;65.34;35969
2017-10-17 17:39:51;22.55;1000.65;65.32;36063
2017-10-17 17:40:20;22.55;1000.65;65.47;36219
2017-10-17 17:40:49;22.55;1000.65;65.42;36377
2017-10-17 17:41:18;22.55;1000.65;65.36;36377
2017-10-17 17:41:47;22.56;1000.65;65.33;36632
2017-10-17 17:42:16;22.56;1000.63;65.56;36696
2017-10-17 17:42:45;22.56;1000.63;65.41;36858
2017-10-17 17:43:14;22.56;1000.63;65.33;36696
2017-10-17 17:43:43;22.56;1000.63;65.33;36858
2017-10-17 17:44:12;22.56;1000.61;65.31;36858
2017-10-17 17:44:41;22.56;1000.61;65.43;37022
2017-10-17 17:45:10;22.57;1000.61;65.46;37220
2017-10-17 17:45:39;22.57;1000.59;65.35;37253
2017-10-17 17:46:09;22.57;1000.59;65.31;37153
2017-10-17 17:46:38;22.57;1000.57;65.34;37220
2017-10-17 17:47:07;22.58;1000.57;65.51;37286
2017-10-17 17:47:36;22.58;1000.57;65.51;37319
2017-10-17 17:48:05;22.59;1000.55;65.36;37622
2017-10-17 17:48:34;22.59;1000.55;65.37;37622
2017-10-17 17:49:03;22.60;1000.53;65.42;37487
2017-10-17 17:49:32;22.60;1000.51;65.38;37588
2017-10-17 17:50:01;22.60;1000.51;65.43;37588
2017-10-17 17:50:30;22.60;1000.51;65.45;37827
2017-10-17 17:50:59;22.61;1000.51;65.55;37861
2017-10-17 17:51:28;22.61;1000.51;65.43;37758
2017-10-17 17:51:57;22.61;1000.51;65.60;37758
2017-10-17 17:52:26;22.61;1000.51;65.55;37895
2017-10-17 17:52:55;22.61;1000.51;65.83;37861
2017-10-17 17:53:24;22.60;1000.51;65.76;37861
2017-10-17 17:53:53;22.60;1000.51;66.33;37930
2017-10-17 17:54:22;22.60;1000.51;66.10;37724
2017-10-17 17:54:51;22.59;1000.51;66.03;37758
2017-10-17 17:55:20;22.59;1000.53;66.36;37724
2017-10-17 17:55:49;22.59;1000.53;66.59;37758
2017-10-17 17:56:18;22.58;1000.53;66.73;37690
2017-10-17 17:56:47;22.57;1000.55;66.78;37861
2017-10-17 17:57:16;22.56;1000.55;66.68;37690
2017-10-17 17:57:45;22.55;1000.57;66.61;37758
2017-10-17 17:58:14;22.54;1000.57;66.64;38103
2017-10-17 17:58:43;22.52;1000.59;66.61;37930
2017-10-17 17:59:12;22.51;1000.61;66.74;38068
2017-10-17 17:59:41;22.50;1000.63;66.84;37999
2017-10-17 18:00:10;22.49;1000.65;66.89;38137
2017-10-17 18:00:39;22.47;1000.67;66.99;38207
2017-10-17 18:01:08;22.47;1000.68;67.06;38312
2017-10-17 18:01:37;22.46;1000.70;67.12;38418
2017-10-17 18:02:06;22.45;1000.74;67.09;38277
2017-10-17 18:02:35;22.44;1000.74;67.15;38383
2017-10-17 18:03:04;22.43;1000.76;67.16;38667
2017-10-17 18:03:33;22.42;1000.76;67.09;38454
2017-10-17 18:04:02;22.41;1000.78;67.10;38524
2017-10-17 18:04:31;22.40;1000.78;67.11;38667
2017-10-17 18:05:00;22.39;1000.80;67.15;38667
2017-10-17 18:05:29;22.39;1000.82;67.17;38631
2017-10-17 18:05:58;22.38;1000.84;67.20;38811
2017-10-17 18:06:27;22.37;1000.84;67.26;38775
2017-10-17 18:06:56;22.36;1000.84;67.27;38883
2017-10-17 18:07:25;22.36;1000.86;67.32;38919
2017-10-17 18:07:54;22.35;1000.86;67.36;39065
2017-10-17 18:08:23;22.35;1000.86;67.52;38919
2017-10-17 18:08:52;22.34;1000.86;67.91;39138
2017-10-17 18:09:21;22.32;1000.88;67.89;39175
2017-10-17 18:09:50;22.31;1000.90;67.64;38956
2017-10-17 18:10:19;22.30;1000.90;67.43;39621
2017-10-17 18:10:48;22.28;1000.92;67.32;39848
2017-10-17 18:11:17;22.27;1000.96;67.35;40039
2017-10-17 18:11:46;22.26;1000.98;67.33;40271
2017-10-17 18:12:15;22.25;1000.98;67.25;40271
2017-10-17 18:12:44;22.24;1001.02;67.19;40544
2017-10-17 18:13:13;22.23;1001.02;67.26;40348
2017-10-17 18:13:42;22.23;1001.02;67.19;40544
2017-10-17 18:14:11;22.21;1001.04;67.19;40623
2017-10-17 18:14:40;22.21;1001.06;67.20;40584
2017-10-17 18:15:09;22.20;1001.08;67.27;40663
2017-10-17 18:15:38;22.19;1001.08;67.39;40663
2017-10-17 18:16:07;22.18;1001.10;67.70;40505
2017-10-17 18:16:36;22.18;1001.12;67.64;40426
2017-10-17 18:17:05;22.17;1001.14;67.66;40702
2017-10-17 18:17:34;22.17;1001.14;67.72;40742
2017-10-17 18:18:03;22.16;1001.14;67.89;40702
2017-10-17 18:18:32;22.16;1001.15;67.96;40426
2017-10-17 18:19:01;22.15;1001.15;68.22;40702
2017-10-17 18:19:30;22.15;1001.15;68.31;40702
2017-10-17 18:19:59;22.14;1001.15;68.35;40742
2017-10-17 18:20:28;22.14;1001.15;68.57;40663
2017-10-17 18:20:57;22.13;1001.17;68.62;40505
2017-10-17 18:21:26;22.13;1001.17;68.66;40348
2017-10-17 18:21:55;22.12;1001.17;68.71;40505
2017-10-17 18:22:24;22.12;1001.17;68.66;40584
2017-10-17 18:22:53;22.11;1001.17;68.69;40426
2017-10-17 18:23:22;22.11;1001.19;68.74;40584
2017-10-17 18:23:51;22.10;1001.19;68.74;40702
2017-10-17 18:24:20;22.09;1001.21;68.77;40742
2017-10-17 18:24:49;22.08;1001.21;68.81;40782
2017-10-17 18:25:18;22.08;1001.23;68.72;40942
2017-10-17 18:25:47;22.08;1001.23;68.66;40505
2017-10-17 18:26:16;22.07;1001.23;68.64;40942
2017-10-17 18:26:45;22.07;1001.25;68.69;40902
2017-10-17 18:27:14;22.06;1001.25;68.69;40862
2017-10-17 18:27:43;22.06;1001.25;68.63;40902
2017-10-17 18:28:12;22.06;1001.25;68.58;40902
2017-10-17 18:28:41;22.05;1001.27;68.56;40942
2017-10-17 18:29:10;22.05;1001.29;68.50;41225
2017-10-17 18:29:39;22.05;1001.31;68.49;41143
2017-10-17 18:30:08;22.04;1001.31;68.47;41306
2017-10-17 18:30:37;22.04;1001.31;68.47;41388
2017-10-17 18:31:06;22.03;1001.31;68.41;41388
2017-10-17 18:31:35;22.03;1001.33;68.37;41470
2017-10-17 18:32:04;22.02;1001.33;68.39;41306
2017-10-17 18:32:33;22.02;1001.35;68.37;41347
2017-10-17 18:33:02;22.01;1001.35;68.35;41429
2017-10-17 18:33:31;22.01;1001.35;68.29;41470
